fecha,NEE_F2,system:index,EVI,LAI,LST,NDVI,NDWI,Pol_moisture,RAD_topo,SAVI,SWC_db,SWC_norm,VV_VH_ratio,lat,lon,system_time_start,.geo,fecha_str,temporada
2022-07-04,0.0,,,,,,,,,,,,,,,,,,
2022-07-05,0.0,,,,,,,,,,,,,,,,,,
2022-07-06,0.0,,,,,,,,,,,,,,,,,,
2022-07-07,-0.00453817944,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-08,0.3447369185400001,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-09,0.68315097066264,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-10,1.5406717702103998,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-11,2.039148706968,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-12,1.39870799132544,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-13,-0.0555880224311998,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-14,0.565170089958,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-15,1.58722071957144,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-16,2.10597820056288,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-17,0.5781622737527998,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-18,0.86170393127304,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-19,1.8003883537151997,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-20,2.1859633174824,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-21,1.3146823267344,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-22,0.274388229432,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
2022-07-23,-0.1419038409067198,20220717T143729_20220717T145117_T19JBG,1.138796646227571,-5.765991390383533,15.819441459613373,0.1065871821503449,-0.3034269185903936,0.220542413415148,19.23623747868967,0.1598619179949194,-6.011813623353413,0.4994953927384158,0.6697775890755038,-30.660131765964135,-71.66429952044071,1658069489480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",20220717,3.0
